suite,backbone,seed,dataset,variant,method_label,method_canonical,failure_mode,failure_rate,out_dir,expected_json,argv_json,command
main,gru,12,ETTm1,mcar_p10,CoRA-Core,cora_core,none,0.0,results\fgcs_revision\main\gru\seed_12\ETTm1\mcar_p10,results\fgcs_revision\main\gru\seed_12\ETTm1\mcar_p10\metrics_CoRA-Core_ETTm1_mcar_p10.json,"[""C:\\Users\\Weilin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe"", ""-u"", ""D:\\CoRA\\tools\\main_experiment_runner.py"", ""--data_root"", ""data"", ""--dataset"", ""ETTm1"", ""--variant"", ""mcar_p10"", ""--seed"", ""12"", ""--device"", ""cuda"", ""--out_dir"", ""results\\fgcs_revision\\main\\gru\\seed_12\\ETTm1\\mcar_p10"", ""--tag"", ""CoRA-Core"", ""--backbone"", ""gru"", ""--rounds"", ""50"", ""--local_steps"", ""20"", ""--batch_size"", ""64"", ""--eval_every"", ""5"", ""--eval_split"", ""val"", ""--checkpoint_selection"", ""best_val_rmse_avg"", ""--beta_hardness"", ""0.7"", ""--h0"", ""1.0"", ""--rho"", ""0.6"", ""--T_part"", ""15"", ""--T_refresh"", ""5"", ""--K_min"", ""5"", ""--score_floor"", ""1e-9"", ""--stepalloc_min_steps"", ""15"", ""--stepalloc_max_steps"", ""25"", ""--stepalloc_power"", ""1.0"", ""--method"", ""cora_core""]",'C:\Users\Weilin\AppData\Local\Programs\Python\Python312\python.exe' -u 'D:\CoRA\tools\main_experiment_runner.py' --data_root data --dataset ETTm1 --variant mcar_p10 --seed 12 --device cuda --out_dir 'results\fgcs_revision\main\gru\seed_12\ETTm1\mcar_p10' --tag CoRA-Core --backbone gru --rounds 50 --local_steps 20 --batch_size 64 --eval_every 5 --eval_split val --checkpoint_selection best_val_rmse_avg --beta_hardness 0.7 --h0 1.0 --rho 0.6 --T_part 15 --T_refresh 5 --K_min 5 --score_floor 1e-9 --stepalloc_min_steps 15 --stepalloc_max_steps 25 --stepalloc_power 1.0 --method cora_core
main,gru,12,ETTm1,mcar_p10,CoRA-StepAlloc,cora_stepalloc,none,0.0,results\fgcs_revision\main\gru\seed_12\ETTm1\mcar_p10,results\fgcs_revision\main\gru\seed_12\ETTm1\mcar_p10\metrics_CoRA-StepAlloc_ETTm1_mcar_p10.json,"[""C:\\Users\\Weilin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe"", ""-u"", ""D:\\CoRA\\tools\\main_experiment_runner.py"", ""--data_root"", ""data"", ""--dataset"", ""ETTm1"", ""--variant"", ""mcar_p10"", ""--seed"", ""12"", ""--device"", ""cuda"", ""--out_dir"", ""results\\fgcs_revision\\main\\gru\\seed_12\\ETTm1\\mcar_p10"", ""--tag"", ""CoRA-StepAlloc"", ""--backbone"", ""gru"", ""--rounds"", ""50"", ""--local_steps"", ""20"", ""--batch_size"", ""64"", ""--eval_every"", ""5"", ""--eval_split"", ""val"", ""--checkpoint_selection"", ""best_val_rmse_avg"", ""--beta_hardness"", ""0.7"", ""--h0"", ""1.0"", ""--rho"", ""0.6"", ""--T_part"", ""15"", ""--T_refresh"", ""5"", ""--K_min"", ""5"", ""--score_floor"", ""1e-9"", ""--stepalloc_min_steps"", ""15"", ""--stepalloc_max_steps"", ""25"", ""--stepalloc_power"", ""1.0"", ""--method"", ""cora_stepalloc"", ""--aggregation_rule"", ""ena"", ""--ena_reference_mode"", ""mean_effective"", ""--ena_alpha"", ""1.0""]",'C:\Users\Weilin\AppData\Local\Programs\Python\Python312\python.exe' -u 'D:\CoRA\tools\main_experiment_runner.py' --data_root data --dataset ETTm1 --variant mcar_p10 --seed 12 --device cuda --out_dir 'results\fgcs_revision\main\gru\seed_12\ETTm1\mcar_p10' --tag CoRA-StepAlloc --backbone gru --rounds 50 --local_steps 20 --batch_size 64 --eval_every 5 --eval_split val --checkpoint_selection best_val_rmse_avg --beta_hardness 0.7 --h0 1.0 --rho 0.6 --T_part 15 --T_refresh 5 --K_min 5 --score_floor 1e-9 --stepalloc_min_steps 15 --stepalloc_max_steps 25 --stepalloc_power 1.0 --method cora_stepalloc --aggregation_rule ena --ena_reference_mode mean_effective --ena_alpha 1.0
main,gru,12,Beijing_AQI,hetero,Random,random,none,0.0,results\fgcs_revision\main\gru\seed_12\Beijing_AQI\hetero,results\fgcs_revision\main\gru\seed_12\Beijing_AQI\hetero\metrics_Random_Beijing_AQI_hetero.json,"[""C:\\Users\\Weilin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe"", ""-u"", ""D:\\CoRA\\tools\\main_experiment_runner.py"", ""--data_root"", ""data"", ""--dataset"", ""Beijing_AQI"", ""--variant"", ""hetero"", ""--seed"", ""12"", ""--device"", ""cuda"", ""--out_dir"", ""results\\fgcs_revision\\main\\gru\\seed_12\\Beijing_AQI\\hetero"", ""--tag"", ""Random"", ""--backbone"", ""gru"", ""--rounds"", ""50"", ""--local_steps"", ""20"", ""--batch_size"", ""64"", ""--eval_every"", ""5"", ""--eval_split"", ""val"", ""--checkpoint_selection"", ""best_val_rmse_avg"", ""--beta_hardness"", ""0.7"", ""--h0"", ""1.0"", ""--rho"", ""0.6"", ""--T_part"", ""15"", ""--T_refresh"", ""5"", ""--K_min"", ""5"", ""--score_floor"", ""1e-9"", ""--stepalloc_min_steps"", ""15"", ""--stepalloc_max_steps"", ""25"", ""--stepalloc_power"", ""1.0"", ""--method"", ""random""]",'C:\Users\Weilin\AppData\Local\Programs\Python\Python312\python.exe' -u 'D:\CoRA\tools\main_experiment_runner.py' --data_root data --dataset Beijing_AQI --variant hetero --seed 12 --device cuda --out_dir 'results\fgcs_revision\main\gru\seed_12\Beijing_AQI\hetero' --tag Random --backbone gru --rounds 50 --local_steps 20 --batch_size 64 --eval_every 5 --eval_split val --checkpoint_selection best_val_rmse_avg --beta_hardness 0.7 --h0 1.0 --rho 0.6 --T_part 15 --T_refresh 5 --K_min 5 --score_floor 1e-9 --stepalloc_min_steps 15 --stepalloc_max_steps 25 --stepalloc_power 1.0 --method random
main,gru,12,Beijing_AQI,hetero,CoRA-Core,cora_core,none,0.0,results\fgcs_revision\main\gru\seed_12\Beijing_AQI\hetero,results\fgcs_revision\main\gru\seed_12\Beijing_AQI\hetero\metrics_CoRA-Core_Beijing_AQI_hetero.json,"[""C:\\Users\\Weilin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe"", ""-u"", ""D:\\CoRA\\tools\\main_experiment_runner.py"", ""--data_root"", ""data"", ""--dataset"", ""Beijing_AQI"", ""--variant"", ""hetero"", ""--seed"", ""12"", ""--device"", ""cuda"", ""--out_dir"", ""results\\fgcs_revision\\main\\gru\\seed_12\\Beijing_AQI\\hetero"", ""--tag"", ""CoRA-Core"", ""--backbone"", ""gru"", ""--rounds"", ""50"", ""--local_steps"", ""20"", ""--batch_size"", ""64"", ""--eval_every"", ""5"", ""--eval_split"", ""val"", ""--checkpoint_selection"", ""best_val_rmse_avg"", ""--beta_hardness"", ""0.7"", ""--h0"", ""1.0"", ""--rho"", ""0.6"", ""--T_part"", ""15"", ""--T_refresh"", ""5"", ""--K_min"", ""5"", ""--score_floor"", ""1e-9"", ""--stepalloc_min_steps"", ""15"", ""--stepalloc_max_steps"", ""25"", ""--stepalloc_power"", ""1.0"", ""--method"", ""cora_core""]",'C:\Users\Weilin\AppData\Local\Programs\Python\Python312\python.exe' -u 'D:\CoRA\tools\main_experiment_runner.py' --data_root data --dataset Beijing_AQI --variant hetero --seed 12 --device cuda --out_dir 'results\fgcs_revision\main\gru\seed_12\Beijing_AQI\hetero' --tag CoRA-Core --backbone gru --rounds 50 --local_steps 20 --batch_size 64 --eval_every 5 --eval_split val --checkpoint_selection best_val_rmse_avg --beta_hardness 0.7 --h0 1.0 --rho 0.6 --T_part 15 --T_refresh 5 --K_min 5 --score_floor 1e-9 --stepalloc_min_steps 15 --stepalloc_max_steps 25 --stepalloc_power 1.0 --method cora_core
main,gru,12,Beijing_AQI,hetero,CoRA-StepAlloc,cora_stepalloc,none,0.0,results\fgcs_revision\main\gru\seed_12\Beijing_AQI\hetero,results\fgcs_revision\main\gru\seed_12\Beijing_AQI\hetero\metrics_CoRA-StepAlloc_Beijing_AQI_hetero.json,"[""C:\\Users\\Weilin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe"", ""-u"", ""D:\\CoRA\\tools\\main_experiment_runner.py"", ""--data_root"", ""data"", ""--dataset"", ""Beijing_AQI"", ""--variant"", ""hetero"", ""--seed"", ""12"", ""--device"", ""cuda"", ""--out_dir"", ""results\\fgcs_revision\\main\\gru\\seed_12\\Beijing_AQI\\hetero"", ""--tag"", ""CoRA-StepAlloc"", ""--backbone"", ""gru"", ""--rounds"", ""50"", ""--local_steps"", ""20"", ""--batch_size"", ""64"", ""--eval_every"", ""5"", ""--eval_split"", ""val"", ""--checkpoint_selection"", ""best_val_rmse_avg"", ""--beta_hardness"", ""0.7"", ""--h0"", ""1.0"", ""--rho"", ""0.6"", ""--T_part"", ""15"", ""--T_refresh"", ""5"", ""--K_min"", ""5"", ""--score_floor"", ""1e-9"", ""--stepalloc_min_steps"", ""15"", ""--stepalloc_max_steps"", ""25"", ""--stepalloc_power"", ""1.0"", ""--method"", ""cora_stepalloc"", ""--aggregation_rule"", ""ena"", ""--ena_reference_mode"", ""mean_effective"", ""--ena_alpha"", ""1.0""]",'C:\Users\Weilin\AppData\Local\Programs\Python\Python312\python.exe' -u 'D:\CoRA\tools\main_experiment_runner.py' --data_root data --dataset Beijing_AQI --variant hetero --seed 12 --device cuda --out_dir 'results\fgcs_revision\main\gru\seed_12\Beijing_AQI\hetero' --tag CoRA-StepAlloc --backbone gru --rounds 50 --local_steps 20 --batch_size 64 --eval_every 5 --eval_split val --checkpoint_selection best_val_rmse_avg --beta_hardness 0.7 --h0 1.0 --rho 0.6 --T_part 15 --T_refresh 5 --K_min 5 --score_floor 1e-9 --stepalloc_min_steps 15 --stepalloc_max_steps 25 --stepalloc_power 1.0 --method cora_stepalloc --aggregation_rule ena --ena_reference_mode mean_effective --ena_alpha 1.0
main,gru,12,Beijing_AQI,mcar_p10,Random,random,none,0.0,results\fgcs_revision\main\gru\seed_12\Beijing_AQI\mcar_p10,results\fgcs_revision\main\gru\seed_12\Beijing_AQI\mcar_p10\metrics_Random_Beijing_AQI_mcar_p10.json,"[""C:\\Users\\Weilin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe"", ""-u"", ""D:\\CoRA\\tools\\main_experiment_runner.py"", ""--data_root"", ""data"", ""--dataset"", ""Beijing_AQI"", ""--variant"", ""mcar_p10"", ""--seed"", ""12"", ""--device"", ""cuda"", ""--out_dir"", ""results\\fgcs_revision\\main\\gru\\seed_12\\Beijing_AQI\\mcar_p10"", ""--tag"", ""Random"", ""--backbone"", ""gru"", ""--rounds"", ""50"", ""--local_steps"", ""20"", ""--batch_size"", ""64"", ""--eval_every"", ""5"", ""--eval_split"", ""val"", ""--checkpoint_selection"", ""best_val_rmse_avg"", ""--beta_hardness"", ""0.7"", ""--h0"", ""1.0"", ""--rho"", ""0.6"", ""--T_part"", ""15"", ""--T_refresh"", ""5"", ""--K_min"", ""5"", ""--score_floor"", ""1e-9"", ""--stepalloc_min_steps"", ""15"", ""--stepalloc_max_steps"", ""25"", ""--stepalloc_power"", ""1.0"", ""--method"", ""random""]",'C:\Users\Weilin\AppData\Local\Programs\Python\Python312\python.exe' -u 'D:\CoRA\tools\main_experiment_runner.py' --data_root data --dataset Beijing_AQI --variant mcar_p10 --seed 12 --device cuda --out_dir 'results\fgcs_revision\main\gru\seed_12\Beijing_AQI\mcar_p10' --tag Random --backbone gru --rounds 50 --local_steps 20 --batch_size 64 --eval_every 5 --eval_split val --checkpoint_selection best_val_rmse_avg --beta_hardness 0.7 --h0 1.0 --rho 0.6 --T_part 15 --T_refresh 5 --K_min 5 --score_floor 1e-9 --stepalloc_min_steps 15 --stepalloc_max_steps 25 --stepalloc_power 1.0 --method random
main,gru,12,Beijing_AQI,mcar_p10,CoRA-Core,cora_core,none,0.0,results\fgcs_revision\main\gru\seed_12\Beijing_AQI\mcar_p10,results\fgcs_revision\main\gru\seed_12\Beijing_AQI\mcar_p10\metrics_CoRA-Core_Beijing_AQI_mcar_p10.json,"[""C:\\Users\\Weilin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe"", ""-u"", ""D:\\CoRA\\tools\\main_experiment_runner.py"", ""--data_root"", ""data"", ""--dataset"", ""Beijing_AQI"", ""--variant"", ""mcar_p10"", ""--seed"", ""12"", ""--device"", ""cuda"", ""--out_dir"", ""results\\fgcs_revision\\main\\gru\\seed_12\\Beijing_AQI\\mcar_p10"", ""--tag"", ""CoRA-Core"", ""--backbone"", ""gru"", ""--rounds"", ""50"", ""--local_steps"", ""20"", ""--batch_size"", ""64"", ""--eval_every"", ""5"", ""--eval_split"", ""val"", ""--checkpoint_selection"", ""best_val_rmse_avg"", ""--beta_hardness"", ""0.7"", ""--h0"", ""1.0"", ""--rho"", ""0.6"", ""--T_part"", ""15"", ""--T_refresh"", ""5"", ""--K_min"", ""5"", ""--score_floor"", ""1e-9"", ""--stepalloc_min_steps"", ""15"", ""--stepalloc_max_steps"", ""25"", ""--stepalloc_power"", ""1.0"", ""--method"", ""cora_core""]",'C:\Users\Weilin\AppData\Local\Programs\Python\Python312\python.exe' -u 'D:\CoRA\tools\main_experiment_runner.py' --data_root data --dataset Beijing_AQI --variant mcar_p10 --seed 12 --device cuda --out_dir 'results\fgcs_revision\main\gru\seed_12\Beijing_AQI\mcar_p10' --tag CoRA-Core --backbone gru --rounds 50 --local_steps 20 --batch_size 64 --eval_every 5 --eval_split val --checkpoint_selection best_val_rmse_avg --beta_hardness 0.7 --h0 1.0 --rho 0.6 --T_part 15 --T_refresh 5 --K_min 5 --score_floor 1e-9 --stepalloc_min_steps 15 --stepalloc_max_steps 25 --stepalloc_power 1.0 --method cora_core
main,gru,12,Beijing_AQI,mcar_p10,CoRA-StepAlloc,cora_stepalloc,none,0.0,results\fgcs_revision\main\gru\seed_12\Beijing_AQI\mcar_p10,results\fgcs_revision\main\gru\seed_12\Beijing_AQI\mcar_p10\metrics_CoRA-StepAlloc_Beijing_AQI_mcar_p10.json,"[""C:\\Users\\Weilin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe"", ""-u"", ""D:\\CoRA\\tools\\main_experiment_runner.py"", ""--data_root"", ""data"", ""--dataset"", ""Beijing_AQI"", ""--variant"", ""mcar_p10"", ""--seed"", ""12"", ""--device"", ""cuda"", ""--out_dir"", ""results\\fgcs_revision\\main\\gru\\seed_12\\Beijing_AQI\\mcar_p10"", ""--tag"", ""CoRA-StepAlloc"", ""--backbone"", ""gru"", ""--rounds"", ""50"", ""--local_steps"", ""20"", ""--batch_size"", ""64"", ""--eval_every"", ""5"", ""--eval_split"", ""val"", ""--checkpoint_selection"", ""best_val_rmse_avg"", ""--beta_hardness"", ""0.7"", ""--h0"", ""1.0"", ""--rho"", ""0.6"", ""--T_part"", ""15"", ""--T_refresh"", ""5"", ""--K_min"", ""5"", ""--score_floor"", ""1e-9"", ""--stepalloc_min_steps"", ""15"", ""--stepalloc_max_steps"", ""25"", ""--stepalloc_power"", ""1.0"", ""--method"", ""cora_stepalloc"", ""--aggregation_rule"", ""ena"", ""--ena_reference_mode"", ""mean_effective"", ""--ena_alpha"", ""1.0""]",'C:\Users\Weilin\AppData\Local\Programs\Python\Python312\python.exe' -u 'D:\CoRA\tools\main_experiment_runner.py' --data_root data --dataset Beijing_AQI --variant mcar_p10 --seed 12 --device cuda --out_dir 'results\fgcs_revision\main\gru\seed_12\Beijing_AQI\mcar_p10' --tag CoRA-StepAlloc --backbone gru --rounds 50 --local_steps 20 --batch_size 64 --eval_every 5 --eval_split val --checkpoint_selection best_val_rmse_avg --beta_hardness 0.7 --h0 1.0 --rho 0.6 --T_part 15 --T_refresh 5 --K_min 5 --score_floor 1e-9 --stepalloc_min_steps 15 --stepalloc_max_steps 25 --stepalloc_power 1.0 --method cora_stepalloc --aggregation_rule ena --ena_reference_mode mean_effective --ena_alpha 1.0
main,gru,12,PhysioNet2012,hetero,Random,random,none,0.0,results\fgcs_revision\main\gru\seed_12\PhysioNet2012\hetero,results\fgcs_revision\main\gru\seed_12\PhysioNet2012\hetero\metrics_Random_PhysioNet2012_hetero.json,"[""C:\\Users\\Weilin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe"", ""-u"", ""D:\\CoRA\\tools\\main_experiment_runner.py"", ""--data_root"", ""data"", ""--dataset"", ""PhysioNet2012"", ""--variant"", ""hetero"", ""--seed"", ""12"", ""--device"", ""cuda"", ""--out_dir"", ""results\\fgcs_revision\\main\\gru\\seed_12\\PhysioNet2012\\hetero"", ""--tag"", ""Random"", ""--backbone"", ""gru"", ""--rounds"", ""50"", ""--local_steps"", ""20"", ""--batch_size"", ""64"", ""--eval_every"", ""5"", ""--eval_split"", ""val"", ""--checkpoint_selection"", ""best_val_rmse_avg"", ""--beta_hardness"", ""0.7"", ""--h0"", ""1.0"", ""--rho"", ""0.6"", ""--T_part"", ""15"", ""--T_refresh"", ""5"", ""--K_min"", ""5"", ""--score_floor"", ""1e-9"", ""--stepalloc_min_steps"", ""15"", ""--stepalloc_max_steps"", ""25"", ""--stepalloc_power"", ""1.0"", ""--method"", ""random""]",'C:\Users\Weilin\AppData\Local\Programs\Python\Python312\python.exe' -u 'D:\CoRA\tools\main_experiment_runner.py' --data_root data --dataset PhysioNet2012 --variant hetero --seed 12 --device cuda --out_dir 'results\fgcs_revision\main\gru\seed_12\PhysioNet2012\hetero' --tag Random --backbone gru --rounds 50 --local_steps 20 --batch_size 64 --eval_every 5 --eval_split val --checkpoint_selection best_val_rmse_avg --beta_hardness 0.7 --h0 1.0 --rho 0.6 --T_part 15 --T_refresh 5 --K_min 5 --score_floor 1e-9 --stepalloc_min_steps 15 --stepalloc_max_steps 25 --stepalloc_power 1.0 --method random
main,gru,12,PhysioNet2012,hetero,CoRA-Core,cora_core,none,0.0,results\fgcs_revision\main\gru\seed_12\PhysioNet2012\hetero,results\fgcs_revision\main\gru\seed_12\PhysioNet2012\hetero\metrics_CoRA-Core_PhysioNet2012_hetero.json,"[""C:\\Users\\Weilin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe"", ""-u"", ""D:\\CoRA\\tools\\main_experiment_runner.py"", ""--data_root"", ""data"", ""--dataset"", ""PhysioNet2012"", ""--variant"", ""hetero"", ""--seed"", ""12"", ""--device"", ""cuda"", ""--out_dir"", ""results\\fgcs_revision\\main\\gru\\seed_12\\PhysioNet2012\\hetero"", ""--tag"", ""CoRA-Core"", ""--backbone"", ""gru"", ""--rounds"", ""50"", ""--local_steps"", ""20"", ""--batch_size"", ""64"", ""--eval_every"", ""5"", ""--eval_split"", ""val"", ""--checkpoint_selection"", ""best_val_rmse_avg"", ""--beta_hardness"", ""0.7"", ""--h0"", ""1.0"", ""--rho"", ""0.6"", ""--T_part"", ""15"", ""--T_refresh"", ""5"", ""--K_min"", ""5"", ""--score_floor"", ""1e-9"", ""--stepalloc_min_steps"", ""15"", ""--stepalloc_max_steps"", ""25"", ""--stepalloc_power"", ""1.0"", ""--method"", ""cora_core""]",'C:\Users\Weilin\AppData\Local\Programs\Python\Python312\python.exe' -u 'D:\CoRA\tools\main_experiment_runner.py' --data_root data --dataset PhysioNet2012 --variant hetero --seed 12 --device cuda --out_dir 'results\fgcs_revision\main\gru\seed_12\PhysioNet2012\hetero' --tag CoRA-Core --backbone gru --rounds 50 --local_steps 20 --batch_size 64 --eval_every 5 --eval_split val --checkpoint_selection best_val_rmse_avg --beta_hardness 0.7 --h0 1.0 --rho 0.6 --T_part 15 --T_refresh 5 --K_min 5 --score_floor 1e-9 --stepalloc_min_steps 15 --stepalloc_max_steps 25 --stepalloc_power 1.0 --method cora_core
main,gru,12,PhysioNet2012,hetero,CoRA-StepAlloc,cora_stepalloc,none,0.0,results\fgcs_revision\main\gru\seed_12\PhysioNet2012\hetero,results\fgcs_revision\main\gru\seed_12\PhysioNet2012\hetero\metrics_CoRA-StepAlloc_PhysioNet2012_hetero.json,"[""C:\\Users\\Weilin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe"", ""-u"", ""D:\\CoRA\\tools\\main_experiment_runner.py"", ""--data_root"", ""data"", ""--dataset"", ""PhysioNet2012"", ""--variant"", ""hetero"", ""--seed"", ""12"", ""--device"", ""cuda"", ""--out_dir"", ""results\\fgcs_revision\\main\\gru\\seed_12\\PhysioNet2012\\hetero"", ""--tag"", ""CoRA-StepAlloc"", ""--backbone"", ""gru"", ""--rounds"", ""50"", ""--local_steps"", ""20"", ""--batch_size"", ""64"", ""--eval_every"", ""5"", ""--eval_split"", ""val"", ""--checkpoint_selection"", ""best_val_rmse_avg"", ""--beta_hardness"", ""0.7"", ""--h0"", ""1.0"", ""--rho"", ""0.6"", ""--T_part"", ""15"", ""--T_refresh"", ""5"", ""--K_min"", ""5"", ""--score_floor"", ""1e-9"", ""--stepalloc_min_steps"", ""15"", ""--stepalloc_max_steps"", ""25"", ""--stepalloc_power"", ""1.0"", ""--method"", ""cora_stepalloc"", ""--aggregation_rule"", ""ena"", ""--ena_reference_mode"", ""mean_effective"", ""--ena_alpha"", ""1.0""]",'C:\Users\Weilin\AppData\Local\Programs\Python\Python312\python.exe' -u 'D:\CoRA\tools\main_experiment_runner.py' --data_root data --dataset PhysioNet2012 --variant hetero --seed 12 --device cuda --out_dir 'results\fgcs_revision\main\gru\seed_12\PhysioNet2012\hetero' --tag CoRA-StepAlloc --backbone gru --rounds 50 --local_steps 20 --batch_size 64 --eval_every 5 --eval_split val --checkpoint_selection best_val_rmse_avg --beta_hardness 0.7 --h0 1.0 --rho 0.6 --T_part 15 --T_refresh 5 --K_min 5 --score_floor 1e-9 --stepalloc_min_steps 15 --stepalloc_max_steps 25 --stepalloc_power 1.0 --method cora_stepalloc --aggregation_rule ena --ena_reference_mode mean_effective --ena_alpha 1.0
main,gru,12,PhysioNet2012,mcar_p10,Random,random,none,0.0,results\fgcs_revision\main\gru\seed_12\PhysioNet2012\mcar_p10,results\fgcs_revision\main\gru\seed_12\PhysioNet2012\mcar_p10\metrics_Random_PhysioNet2012_mcar_p10.json,"[""C:\\Users\\Weilin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe"", ""-u"", ""D:\\CoRA\\tools\\main_experiment_runner.py"", ""--data_root"", ""data"", ""--dataset"", ""PhysioNet2012"", ""--variant"", ""mcar_p10"", ""--seed"", ""12"", ""--device"", ""cuda"", ""--out_dir"", ""results\\fgcs_revision\\main\\gru\\seed_12\\PhysioNet2012\\mcar_p10"", ""--tag"", ""Random"", ""--backbone"", ""gru"", ""--rounds"", ""50"", ""--local_steps"", ""20"", ""--batch_size"", ""64"", ""--eval_every"", ""5"", ""--eval_split"", ""val"", ""--checkpoint_selection"", ""best_val_rmse_avg"", ""--beta_hardness"", ""0.7"", ""--h0"", ""1.0"", ""--rho"", ""0.6"", ""--T_part"", ""15"", ""--T_refresh"", ""5"", ""--K_min"", ""5"", ""--score_floor"", ""1e-9"", ""--stepalloc_min_steps"", ""15"", ""--stepalloc_max_steps"", ""25"", ""--stepalloc_power"", ""1.0"", ""--method"", ""random""]",'C:\Users\Weilin\AppData\Local\Programs\Python\Python312\python.exe' -u 'D:\CoRA\tools\main_experiment_runner.py' --data_root data --dataset PhysioNet2012 --variant mcar_p10 --seed 12 --device cuda --out_dir 'results\fgcs_revision\main\gru\seed_12\PhysioNet2012\mcar_p10' --tag Random --backbone gru --rounds 50 --local_steps 20 --batch_size 64 --eval_every 5 --eval_split val --checkpoint_selection best_val_rmse_avg --beta_hardness 0.7 --h0 1.0 --rho 0.6 --T_part 15 --T_refresh 5 --K_min 5 --score_floor 1e-9 --stepalloc_min_steps 15 --stepalloc_max_steps 25 --stepalloc_power 1.0 --method random
main,gru,12,PhysioNet2012,mcar_p10,CoRA-Core,cora_core,none,0.0,results\fgcs_revision\main\gru\seed_12\PhysioNet2012\mcar_p10,results\fgcs_revision\main\gru\seed_12\PhysioNet2012\mcar_p10\metrics_CoRA-Core_PhysioNet2012_mcar_p10.json,"[""C:\\Users\\Weilin\\AppData\\Local\\Programs\\Python\\Python312\\python.exe"", ""-u"", ""D:\\CoRA\\tools\\main_experiment_runner.py"", ""--data_root"", ""data"", ""--dataset"", ""PhysioNet2012"", ""--variant"", ""mcar_p10"", ""--seed"", ""12"", ""--device"", ""cuda"", ""--out_dir"", ""results\\fgcs_revision\\main\\gru\\seed_12\\PhysioNet2012\\mcar_p10"", ""--tag"", ""CoRA-Core"", ""--backbone"", ""gru"", ""--rounds"", ""50"", ""--local_steps"", ""20"", ""--batch_size"", ""64"", ""--eval_every"", ""5"", ""--eval_split"", ""val"", ""--checkpoint_selection"", ""best_val_rmse_avg"", ""--beta_hardness"", ""0.7"", ""--h0"", ""1.0"", ""--rho"", ""0.6"", ""--T_part"", ""15"", ""--T_refresh"", ""5"", ""--K_min"", ""5"", ""--score_floor"", ""1e-9"", ""--stepalloc_min_steps"", ""15"", ""--stepalloc_max_steps"", ""25"", ""--stepalloc_power"", ""1.0"", ""--method"", ""cora_core""]",'C:\Users\Weilin\AppData\Local\Programs\Python\Python312\python.exe' -u 'D:\CoRA\tools\main_experiment_runner.py' --data_root data --dataset PhysioNet2012 --variant mcar_p10 --seed 12 --device cuda --out_dir 'results\fgcs_revision\main\gru\seed_12\PhysioNet2012\mcar_p10' --tag CoRA-Core --backbone gru --rounds 50 --local_steps 20 --batch_size 64 --eval_every 5 --eval_split val --checkpoint_selection best_val_rmse_avg --beta_hardness 0.7 --h0 1.0 --rho 0.6 --T_part 15 --T_refresh 5 --K_min 5 --score_floor 1e-9 --stepalloc_min_steps 15 --stepalloc_max_steps 25 --stepalloc_power 1.0 --method cora_core
